fila_csv,conjunto
26915,entrenamiento
26916,prueba
26917,entrenamiento
26918,validacion
26919,validacion
26920,entrenamiento
26921,prueba
26922,validacion
26923,entrenamiento
26924,validacion
26925,entrenamiento
26926,entrenamiento
26927,entrenamiento
26928,prueba
26929,entrenamiento
26930,prueba
26931,prueba
26932,entrenamiento
26933,entrenamiento
26934,entrenamiento
26935,prueba
26936,prueba
26937,entrenamiento
26938,validacion
26939,entrenamiento
26940,entrenamiento
26941,entrenamiento
26942,prueba
26943,entrenamiento
26944,validacion
26945,entrenamiento
26946,entrenamiento
26947,entrenamiento
26948,entrenamiento
26949,entrenamiento
26950,validacion
26951,prueba
26952,entrenamiento
26953,validacion
26954,entrenamiento
26955,entrenamiento
26956,entrenamiento
26957,entrenamiento
26958,entrenamiento
26959,validacion
26960,entrenamiento
26961,prueba
26962,entrenamiento
26963,prueba
26964,entrenamiento
26965,prueba
26966,entrenamiento
26967,entrenamiento
26968,validacion
26969,entrenamiento
26970,entrenamiento
26971,prueba
26972,prueba
26973,prueba
26974,entrenamiento
26975,entrenamiento
26976,entrenamiento
26977,validacion
26978,entrenamiento
26979,entrenamiento
26980,entrenamiento
26981,prueba
26982,entrenamiento
26983,prueba
26984,entrenamiento
26985,prueba
26986,validacion
26987,validacion
26988,prueba
26989,entrenamiento
26990,entrenamiento
26991,entrenamiento
26992,entrenamiento
26993,prueba
26994,entrenamiento
26995,entrenamiento
26996,prueba
26997,entrenamiento
26998,prueba
26999,prueba
27000,entrenamiento
27001,entrenamiento
27002,entrenamiento
27003,prueba
27004,entrenamiento
27005,prueba
27006,entrenamiento
27007,validacion
27008,prueba
27009,entrenamiento
27010,prueba
27011,entrenamiento
27012,entrenamiento
27013,prueba
27014,prueba
27015,validacion
27016,validacion
27017,entrenamiento
27018,prueba
27019,entrenamiento
27020,entrenamiento
27021,validacion
27022,entrenamiento
27023,entrenamiento
27024,entrenamiento
27025,validacion
27026,entrenamiento
27027,entrenamiento
27028,entrenamiento
27029,entrenamiento
27030,entrenamiento
27031,entrenamiento
27032,entrenamiento
27033,entrenamiento
27034,entrenamiento
27035,prueba
27036,entrenamiento
27037,entrenamiento
27038,validacion
27039,entrenamiento
27040,entrenamiento
27041,entrenamiento
27042,entrenamiento
27043,entrenamiento
27044,prueba
27045,entrenamiento
27046,prueba
27047,entrenamiento
27048,prueba
27049,entrenamiento
27050,entrenamiento
27051,entrenamiento
27052,prueba
27053,entrenamiento
27054,entrenamiento
27055,entrenamiento
27056,entrenamiento
27057,entrenamiento
27058,validacion
27059,entrenamiento
27060,entrenamiento
27061,entrenamiento
27062,entrenamiento
27063,validacion
27064,entrenamiento
27065,entrenamiento
27066,validacion
27067,entrenamiento
27068,validacion
27069,prueba
27070,entrenamiento
27071,entrenamiento
27072,validacion
27073,validacion
27074,prueba
27075,entrenamiento
27076,entrenamiento
27077,entrenamiento
27078,entrenamiento
27079,entrenamiento
27080,entrenamiento
27081,prueba
27082,entrenamiento
27083,validacion
27084,entrenamiento
27085,entrenamiento
27086,entrenamiento
27087,entrenamiento
27088,entrenamiento
27089,entrenamiento
27090,entrenamiento
27091,validacion
27092,entrenamiento
27093,validacion
27094,entrenamiento
27095,entrenamiento
27096,prueba
27097,entrenamiento
27098,entrenamiento
27099,entrenamiento
27100,entrenamiento
27101,entrenamiento
27102,validacion
27103,entrenamiento
27104,prueba
27105,entrenamiento
27106,entrenamiento
27107,prueba
27108,entrenamiento
27109,prueba
27110,entrenamiento
27111,prueba
27112,validacion
27113,prueba
27114,entrenamiento
27115,entrenamiento
27116,prueba
27117,prueba
27118,entrenamiento
27119,entrenamiento
27120,entrenamiento
27121,entrenamiento
27122,entrenamiento
27123,validacion
27124,validacion
27125,validacion
27126,validacion
27127,entrenamiento
27128,entrenamiento
27129,entrenamiento
27130,entrenamiento
27131,validacion
27132,validacion
27133,prueba
27134,entrenamiento
27135,validacion
27136,validacion
27137,entrenamiento
27138,prueba
27139,entrenamiento
27140,entrenamiento
27141,entrenamiento
27142,prueba
27143,entrenamiento
27144,entrenamiento
27145,prueba
27146,entrenamiento
27147,validacion
27148,entrenamiento
27149,entrenamiento
27150,validacion
27151,entrenamiento
27152,prueba
27153,entrenamiento
27154,entrenamiento
27155,prueba
27156,entrenamiento
27157,prueba
27158,validacion
27159,entrenamiento
27160,prueba
27161,prueba
27162,entrenamiento
27163,entrenamiento
27164,entrenamiento
27165,entrenamiento
27166,validacion
27167,entrenamiento
27168,entrenamiento
27169,prueba
27170,entrenamiento
27171,entrenamiento
27172,entrenamiento
27173,prueba
27174,entrenamiento
27175,entrenamiento
27176,entrenamiento
27177,entrenamiento
27178,prueba
27179,entrenamiento
27180,prueba
27181,validacion
27182,validacion
27183,entrenamiento
27184,entrenamiento
27185,entrenamiento
27186,entrenamiento
27187,entrenamiento
27188,entrenamiento
27189,entrenamiento
27190,entrenamiento
27191,entrenamiento
27192,validacion
27193,entrenamiento
27194,validacion
27195,entrenamiento
27196,entrenamiento
27197,entrenamiento
27198,validacion
27199,prueba
27200,entrenamiento
27201,entrenamiento
27202,entrenamiento
27203,entrenamiento
27204,entrenamiento
27205,entrenamiento
27206,prueba
27207,entrenamiento
27208,prueba
27209,entrenamiento
27210,entrenamiento
27211,entrenamiento
27212,prueba
27213,entrenamiento
27214,entrenamiento
27215,prueba
27216,prueba
27217,validacion
27218,entrenamiento
27219,validacion
27220,entrenamiento
27221,entrenamiento
27222,validacion
27223,entrenamiento
27224,entrenamiento
27225,entrenamiento
27226,entrenamiento
27227,entrenamiento
27228,prueba
27229,entrenamiento
27230,prueba
27231,validacion
27232,entrenamiento
27233,entrenamiento
27234,validacion
27235,entrenamiento
27236,validacion
27237,entrenamiento
27238,validacion
27239,prueba
27240,entrenamiento
27241,entrenamiento
27242,entrenamiento
27243,entrenamiento
27244,entrenamiento
27245,entrenamiento
27246,prueba
27247,validacion
27248,entrenamiento
27249,prueba
27250,prueba
27251,entrenamiento
27252,entrenamiento
27253,entrenamiento
27254,prueba
27255,validacion
27256,entrenamiento
27257,entrenamiento
27258,entrenamiento
27259,entrenamiento
27260,entrenamiento
27261,entrenamiento
27262,entrenamiento
27263,prueba
27264,entrenamiento
27265,validacion
27266,entrenamiento
27267,entrenamiento
27268,entrenamiento
27269,entrenamiento
27270,entrenamiento
27271,entrenamiento
27272,entrenamiento
27273,validacion
27274,entrenamiento
27275,entrenamiento
27276,entrenamiento
27277,entrenamiento
27278,entrenamiento
27279,entrenamiento
27280,prueba
27281,prueba
27282,entrenamiento
27283,prueba
27284,entrenamiento
27285,entrenamiento
27286,validacion
27287,entrenamiento
27288,validacion
27289,entrenamiento
27290,validacion
27291,entrenamiento
27292,prueba
27293,prueba
27294,prueba
27295,entrenamiento
27296,prueba
27297,validacion
27298,entrenamiento
27299,entrenamiento
27300,entrenamiento
27301,entrenamiento
27302,entrenamiento
27303,prueba
27304,validacion
27305,entrenamiento
27306,prueba
27307,prueba
27308,entrenamiento
27309,entrenamiento
27310,entrenamiento
27311,entrenamiento
27312,validacion
27313,validacion
27314,entrenamiento
27315,entrenamiento
27316,entrenamiento
27317,entrenamiento
27318,entrenamiento
27319,entrenamiento
27320,entrenamiento
27321,entrenamiento
27322,entrenamiento
27323,entrenamiento
27324,entrenamiento
27325,prueba
27326,entrenamiento
27327,entrenamiento
27328,entrenamiento
27329,entrenamiento
27330,entrenamiento
27331,entrenamiento
27332,entrenamiento
27333,entrenamiento
27334,entrenamiento
27335,prueba
27336,entrenamiento
27337,entrenamiento
27338,validacion
27339,entrenamiento
27340,entrenamiento
27341,entrenamiento
27342,entrenamiento
27343,entrenamiento
27344,entrenamiento
27345,prueba
27346,entrenamiento
27347,validacion
27348,prueba
27349,entrenamiento
27350,prueba
27351,prueba
27352,entrenamiento
27353,entrenamiento
27354,prueba
27355,prueba
27356,validacion
27357,entrenamiento
27358,validacion
27359,entrenamiento
27360,prueba
27361,entrenamiento
27362,entrenamiento
27363,entrenamiento
27364,prueba
27365,validacion
27366,entrenamiento
27367,validacion
27368,prueba
27369,entrenamiento
27370,validacion
27371,entrenamiento
27372,entrenamiento
27373,validacion
27374,entrenamiento
27375,entrenamiento
27376,validacion
27377,entrenamiento
27378,entrenamiento
27379,prueba
27380,entrenamiento
27381,entrenamiento
27382,validacion
27383,validacion
27384,prueba
27385,prueba
27386,validacion
27387,entrenamiento
27388,prueba
27389,entrenamiento
27390,entrenamiento
27391,entrenamiento
27392,prueba
27393,entrenamiento
27394,prueba
27395,validacion
27396,prueba
27397,prueba
27398,entrenamiento
27399,entrenamiento
27400,entrenamiento
27401,validacion
27402,entrenamiento
27403,prueba
27404,prueba
27405,validacion
27406,entrenamiento
27407,entrenamiento
27408,entrenamiento
27409,prueba
27410,entrenamiento
27411,entrenamiento
27412,entrenamiento
27413,entrenamiento
27414,entrenamiento
27415,entrenamiento
27416,validacion
27417,entrenamiento
27418,prueba
27419,entrenamiento
27420,entrenamiento
27421,prueba
27422,entrenamiento
27423,entrenamiento
27424,prueba
27425,validacion
27426,entrenamiento
27427,prueba
27428,prueba
27429,entrenamiento
27430,entrenamiento
27431,entrenamiento
27432,entrenamiento
27433,prueba
27434,entrenamiento
27435,entrenamiento
27436,prueba
27437,prueba
27438,validacion
27439,entrenamiento
27440,entrenamiento
27441,entrenamiento
27442,entrenamiento
27443,entrenamiento
27444,validacion
27445,entrenamiento
27446,entrenamiento
27447,prueba
27448,entrenamiento
27449,prueba
27450,prueba
27451,validacion
27452,entrenamiento
27453,entrenamiento
27454,prueba
27455,entrenamiento
27456,validacion
27457,entrenamiento
27458,entrenamiento
27459,prueba
27460,entrenamiento
27461,validacion
27462,entrenamiento
27463,entrenamiento
27464,prueba
27465,prueba
27466,entrenamiento
27467,entrenamiento
27468,validacion
27469,entrenamiento
27470,entrenamiento
27471,prueba
27472,entrenamiento
27473,entrenamiento
27474,entrenamiento
27475,entrenamiento
27476,entrenamiento
27477,prueba
27478,prueba
27479,entrenamiento
27480,prueba
27481,entrenamiento
27482,prueba
27483,entrenamiento
27484,entrenamiento
27485,validacion
27486,entrenamiento
27487,validacion
27488,prueba
27489,entrenamiento
27490,prueba
27491,entrenamiento
27492,prueba
27493,entrenamiento
27494,prueba
27495,entrenamiento
27496,entrenamiento
27497,entrenamiento
27498,entrenamiento
27499,prueba
27500,prueba
27501,entrenamiento
27502,validacion
27503,entrenamiento
27504,entrenamiento
27505,validacion
27506,prueba
27507,entrenamiento
27508,entrenamiento
27509,entrenamiento
27510,entrenamiento
27511,entrenamiento
27512,entrenamiento
27513,prueba
27514,validacion
27515,entrenamiento
27516,prueba
27517,prueba
27518,prueba
27519,prueba
27520,validacion
27521,entrenamiento
27522,entrenamiento
27523,entrenamiento
27524,validacion
27525,entrenamiento
27526,entrenamiento
27527,prueba
27528,entrenamiento
27529,validacion
27530,entrenamiento
27531,entrenamiento
27532,entrenamiento
27533,prueba
27534,entrenamiento
27535,entrenamiento
27536,entrenamiento
27537,entrenamiento
27538,entrenamiento
27539,entrenamiento
27540,prueba
27541,validacion
27542,entrenamiento
27543,prueba
27544,entrenamiento
27545,prueba
27546,validacion
27547,entrenamiento
27548,prueba
27549,prueba
27550,entrenamiento
27551,validacion
27552,prueba
27553,entrenamiento
27554,validacion
27555,validacion
27556,entrenamiento
27557,prueba
27558,prueba
27559,prueba
27560,entrenamiento
27561,entrenamiento
27562,entrenamiento
27563,validacion
27564,entrenamiento
27565,entrenamiento
27566,entrenamiento
27567,validacion
27568,validacion
27569,entrenamiento
27570,entrenamiento
27571,entrenamiento
27572,validacion
27573,entrenamiento
27574,entrenamiento
27575,entrenamiento
27576,validacion
27577,prueba
27578,entrenamiento
27579,entrenamiento
27580,entrenamiento
27581,prueba
27582,prueba
27583,entrenamiento
27584,entrenamiento
27585,entrenamiento
27586,validacion
27587,entrenamiento
27588,prueba
27589,entrenamiento
27590,entrenamiento
27591,prueba
27592,entrenamiento
27593,entrenamiento
27594,entrenamiento
27595,entrenamiento
27596,entrenamiento
27597,entrenamiento
27598,validacion
27599,entrenamiento
27600,entrenamiento
27601,entrenamiento
27602,entrenamiento
27603,validacion
27604,entrenamiento
27605,entrenamiento
27606,prueba
27607,entrenamiento
27608,prueba
27609,entrenamiento
27610,entrenamiento
27611,entrenamiento
27612,entrenamiento
27613,validacion
27614,entrenamiento
27615,entrenamiento
27616,validacion
27617,entrenamiento
27618,prueba
27619,entrenamiento
27620,entrenamiento
27621,entrenamiento
27622,entrenamiento
27623,entrenamiento
27624,validacion
27625,entrenamiento
27626,validacion
27627,entrenamiento
27628,prueba
27629,entrenamiento
27630,entrenamiento
27631,entrenamiento
27632,entrenamiento
27633,entrenamiento
27634,validacion
27635,entrenamiento
27636,validacion
27637,prueba
27638,entrenamiento
27639,entrenamiento
27640,prueba
27641,entrenamiento
27642,entrenamiento
27643,validacion
27644,entrenamiento
27645,validacion
27646,validacion
27647,validacion
27648,entrenamiento
27649,prueba
27650,prueba
27651,entrenamiento
27652,entrenamiento
27653,entrenamiento
27654,prueba
27655,entrenamiento
27656,validacion
27657,entrenamiento
27658,entrenamiento
27659,entrenamiento
27660,entrenamiento
27661,validacion
27662,prueba
27663,validacion
27664,entrenamiento
27665,entrenamiento
27666,entrenamiento
27667,entrenamiento
27668,entrenamiento
27669,entrenamiento
27670,prueba
27671,entrenamiento
27672,entrenamiento
27673,entrenamiento
27674,entrenamiento
27675,entrenamiento
27676,entrenamiento
27677,entrenamiento
27678,entrenamiento
27679,entrenamiento
27680,prueba
27681,entrenamiento
27682,validacion
27683,entrenamiento
27684,entrenamiento
27685,entrenamiento
27686,prueba
27687,entrenamiento
27688,entrenamiento
27689,entrenamiento
27690,entrenamiento
27691,entrenamiento
27692,entrenamiento
27693,entrenamiento
27694,entrenamiento
27695,validacion
27696,prueba
27697,entrenamiento
27698,entrenamiento
27699,prueba
27700,entrenamiento
27701,entrenamiento
27702,entrenamiento
27703,entrenamiento
27704,entrenamiento
27705,entrenamiento
27706,entrenamiento
27707,validacion
27708,prueba
27709,validacion
27710,entrenamiento
27711,entrenamiento
27712,validacion
27713,validacion
27714,prueba
27715,validacion
27716,entrenamiento
27717,entrenamiento
27718,entrenamiento
27719,entrenamiento
27720,entrenamiento
27721,entrenamiento
27722,entrenamiento
27723,entrenamiento
27724,entrenamiento
27725,prueba
27726,validacion
27727,entrenamiento
27728,entrenamiento
27729,prueba
27730,entrenamiento
27731,entrenamiento
27732,validacion
27733,entrenamiento
27734,entrenamiento
27735,entrenamiento
27736,entrenamiento
27737,entrenamiento
27738,validacion
27739,entrenamiento
27740,prueba
27741,entrenamiento
27742,prueba
27743,entrenamiento
27744,prueba
27745,prueba
27746,entrenamiento
27747,entrenamiento
27748,prueba
27749,entrenamiento
27750,entrenamiento
27751,entrenamiento
27752,entrenamiento
27753,entrenamiento
27754,entrenamiento
27755,prueba
27756,prueba
27757,entrenamiento
27758,entrenamiento
27759,entrenamiento
27760,entrenamiento
27761,entrenamiento
27762,entrenamiento
27763,entrenamiento
27764,entrenamiento
27765,entrenamiento
27766,entrenamiento
27767,entrenamiento
27768,validacion
27769,entrenamiento
27770,validacion
27771,entrenamiento
27772,entrenamiento
27773,entrenamiento
27774,entrenamiento
27775,validacion
27776,entrenamiento
27777,entrenamiento
27778,entrenamiento
27779,entrenamiento
27780,entrenamiento
27781,entrenamiento
27782,entrenamiento
27783,entrenamiento
27784,entrenamiento
27785,prueba
27786,prueba
27787,entrenamiento
27788,entrenamiento
27789,entrenamiento
27790,entrenamiento
27791,entrenamiento
27792,entrenamiento
27793,prueba
27794,validacion
27795,validacion
27796,entrenamiento
27797,entrenamiento
27798,entrenamiento
27799,entrenamiento
27800,validacion
27801,entrenamiento
27802,validacion
27803,validacion
27804,entrenamiento
27805,entrenamiento
27806,entrenamiento
27807,entrenamiento
27808,entrenamiento
27809,prueba
27810,entrenamiento
27811,entrenamiento
27812,prueba
27813,prueba
27814,prueba
27815,prueba
27816,prueba
27817,entrenamiento
27818,entrenamiento
27819,prueba
27820,entrenamiento
27821,validacion
27822,entrenamiento
27823,entrenamiento
27824,validacion
27825,validacion
27826,entrenamiento
27827,entrenamiento
27828,entrenamiento
27829,entrenamiento
27830,entrenamiento
27831,entrenamiento
27832,entrenamiento
27833,entrenamiento
27834,entrenamiento
27835,prueba
27836,entrenamiento
27837,prueba
27838,entrenamiento
27839,entrenamiento
27840,entrenamiento
27841,entrenamiento
27842,entrenamiento
27843,prueba
27844,entrenamiento
27845,entrenamiento
27846,entrenamiento
27847,validacion
27848,entrenamiento
27849,entrenamiento
27850,entrenamiento
27851,entrenamiento
27852,entrenamiento
27853,entrenamiento
27854,entrenamiento
27855,prueba
27856,entrenamiento
27857,entrenamiento
27858,entrenamiento
27859,entrenamiento
27860,entrenamiento
27861,entrenamiento
27862,validacion
27863,validacion
27864,prueba
27865,entrenamiento
27866,entrenamiento
27867,entrenamiento
27868,prueba
27869,entrenamiento
27870,validacion
27871,entrenamiento
27872,entrenamiento
27873,entrenamiento
27874,prueba
27875,entrenamiento
27876,validacion
27877,entrenamiento
27878,entrenamiento
27879,entrenamiento
27880,entrenamiento
27881,entrenamiento
27882,entrenamiento
27883,entrenamiento
27884,validacion
27885,entrenamiento
27886,prueba
27887,entrenamiento
27888,prueba
27889,validacion
27890,entrenamiento
27891,entrenamiento
27892,prueba
27893,entrenamiento
27894,prueba
27895,prueba
27896,entrenamiento
27897,entrenamiento
27898,prueba
27899,validacion
27900,entrenamiento
27901,prueba
27902,validacion
27903,entrenamiento
27904,entrenamiento
27905,entrenamiento
27906,entrenamiento
27907,entrenamiento
27908,entrenamiento
27909,prueba
27910,entrenamiento
27911,entrenamiento
27912,entrenamiento
27913,entrenamiento
27914,prueba
27915,validacion
27916,entrenamiento
27917,entrenamiento
27918,entrenamiento
27919,prueba
27920,prueba
27921,entrenamiento
27922,entrenamiento
27923,prueba
27924,validacion
27925,entrenamiento
27926,prueba
27927,validacion
27928,entrenamiento
27929,prueba
27930,entrenamiento
27931,entrenamiento
27932,entrenamiento
27933,entrenamiento
27934,entrenamiento
27935,validacion
27936,prueba
27937,entrenamiento
27938,entrenamiento
27939,entrenamiento
27940,entrenamiento
27941,prueba
27942,entrenamiento
27943,entrenamiento
27944,validacion
27945,entrenamiento
27946,entrenamiento
27947,prueba
27948,entrenamiento
27949,entrenamiento
27950,entrenamiento
27951,entrenamiento
27952,entrenamiento
27953,entrenamiento
27954,entrenamiento
27955,entrenamiento
27956,entrenamiento
27957,entrenamiento
27958,validacion
27959,entrenamiento
27960,entrenamiento
27961,entrenamiento
27962,entrenamiento
27963,validacion
27964,entrenamiento
27965,entrenamiento
27966,validacion
27967,entrenamiento
27968,entrenamiento
27969,entrenamiento
27970,validacion
27971,prueba
27972,entrenamiento
27973,entrenamiento
27974,entrenamiento
27975,prueba
27976,validacion
27977,entrenamiento
27978,entrenamiento
27979,entrenamiento
27980,entrenamiento
27981,entrenamiento
27982,entrenamiento
27983,validacion
27984,entrenamiento
27985,prueba
27986,entrenamiento
27987,validacion
27988,validacion
27989,entrenamiento
27990,entrenamiento
27991,entrenamiento
27992,entrenamiento
27993,entrenamiento
27994,entrenamiento
27995,entrenamiento
27996,prueba
27997,entrenamiento
27998,entrenamiento
27999,entrenamiento
28000,entrenamiento
28001,validacion
28002,entrenamiento
28003,entrenamiento
28004,entrenamiento
28005,entrenamiento
28006,entrenamiento
28007,entrenamiento
28008,prueba
28009,entrenamiento
28010,entrenamiento
28011,entrenamiento
28012,validacion
28013,entrenamiento
28014,validacion
28015,validacion
28016,prueba
28017,entrenamiento
28018,validacion
28019,entrenamiento
28020,validacion
28021,entrenamiento
28022,entrenamiento
28023,entrenamiento
28024,entrenamiento
28025,prueba
28026,entrenamiento
28027,entrenamiento
28028,entrenamiento
28029,entrenamiento
28030,entrenamiento
28031,entrenamiento
28032,entrenamiento
28033,entrenamiento
28034,entrenamiento
28035,entrenamiento
28036,prueba
28037,entrenamiento
28038,entrenamiento
28039,entrenamiento
28040,prueba
28041,validacion
28042,entrenamiento
28043,prueba
28044,prueba
28045,validacion
28046,validacion
28047,entrenamiento
28048,entrenamiento
28049,entrenamiento
28050,prueba
28051,entrenamiento
28052,entrenamiento
28053,entrenamiento
28054,prueba
28055,entrenamiento
28056,entrenamiento
28057,entrenamiento
28058,validacion
28059,entrenamiento
28060,validacion
28061,entrenamiento
28062,entrenamiento
28063,prueba
28064,validacion
28065,entrenamiento
28066,entrenamiento
28067,prueba
28068,entrenamiento
28069,entrenamiento
28070,entrenamiento
28071,validacion
28072,validacion
28073,entrenamiento
28074,entrenamiento
28075,entrenamiento
28076,prueba
28077,entrenamiento
28078,entrenamiento
28079,entrenamiento
28080,entrenamiento
28081,validacion
28082,entrenamiento
28083,entrenamiento
28084,entrenamiento
28085,prueba
28086,entrenamiento
28087,entrenamiento
28088,entrenamiento
28089,entrenamiento
28090,prueba
28091,entrenamiento
28092,entrenamiento
28093,validacion
28094,entrenamiento
28095,prueba
28096,entrenamiento
28097,prueba
28098,validacion
28099,entrenamiento
28100,entrenamiento
28101,validacion
28102,entrenamiento
28103,validacion
28104,entrenamiento
28105,prueba
28106,validacion
28107,entrenamiento
28108,validacion
28109,entrenamiento
28110,validacion
28111,entrenamiento
28112,prueba
28113,entrenamiento
28114,validacion
28115,validacion
28116,prueba
28117,entrenamiento
28118,entrenamiento
28119,entrenamiento
28120,entrenamiento
28121,entrenamiento
28122,entrenamiento
28123,validacion
28124,validacion
28125,entrenamiento
28126,entrenamiento
28127,validacion
28128,entrenamiento
28129,prueba
28130,validacion
28131,entrenamiento
28132,entrenamiento
28133,entrenamiento
28134,validacion
28135,entrenamiento
28136,prueba
28137,entrenamiento
28138,entrenamiento
28139,validacion
28140,validacion
28141,entrenamiento
28142,validacion
28143,entrenamiento
28144,entrenamiento
28145,entrenamiento
28146,entrenamiento
28147,prueba
28148,entrenamiento
28149,entrenamiento
28150,entrenamiento
28151,entrenamiento
28152,entrenamiento
28153,entrenamiento
28154,entrenamiento
28155,entrenamiento
28156,entrenamiento
28157,entrenamiento
28158,entrenamiento
28159,entrenamiento
28160,entrenamiento
28161,prueba
28162,validacion
28163,prueba
28164,entrenamiento
28165,validacion
28166,entrenamiento
28167,validacion
28168,prueba
28169,prueba
28170,entrenamiento
28171,entrenamiento
28172,prueba
28173,entrenamiento
28174,prueba
28175,entrenamiento
28176,validacion
28177,prueba
28178,entrenamiento
28179,entrenamiento
28180,validacion
28181,prueba
28182,prueba
28183,entrenamiento
28184,entrenamiento
28185,entrenamiento
28186,entrenamiento
28187,entrenamiento
28188,entrenamiento
28189,entrenamiento
28190,entrenamiento
28191,entrenamiento
28192,entrenamiento
28193,entrenamiento
28194,entrenamiento
28195,entrenamiento
28196,entrenamiento
28197,entrenamiento
28198,prueba
28199,entrenamiento
28200,entrenamiento
28201,entrenamiento
28202,prueba
28203,entrenamiento
28204,entrenamiento
28205,entrenamiento
28206,entrenamiento
28207,validacion
28208,entrenamiento
28209,prueba
28210,entrenamiento
28211,entrenamiento
28212,validacion
28213,entrenamiento
28214,entrenamiento
28215,entrenamiento
28216,entrenamiento
28217,entrenamiento
28218,entrenamiento
28219,entrenamiento
28220,entrenamiento
28221,validacion
28222,validacion
28223,entrenamiento
28224,entrenamiento
28225,entrenamiento
28226,prueba
28227,prueba
28228,entrenamiento
28229,prueba
28230,entrenamiento
28231,entrenamiento
28232,entrenamiento
28233,entrenamiento
28234,entrenamiento
28235,entrenamiento
28236,entrenamiento
28237,validacion
28238,entrenamiento
28239,prueba
28240,prueba
28241,validacion
28242,entrenamiento
28243,prueba
28244,entrenamiento
28245,prueba
28246,entrenamiento
28247,validacion
28248,prueba
28249,validacion
28250,entrenamiento
28251,validacion
28252,entrenamiento
28253,entrenamiento
28254,validacion
28255,prueba
28256,entrenamiento
28257,entrenamiento
28258,entrenamiento
28259,validacion
28260,prueba
28261,entrenamiento
28262,entrenamiento
28263,entrenamiento
28264,validacion
28265,entrenamiento
28266,entrenamiento
28267,prueba
28268,entrenamiento
28269,entrenamiento
28270,prueba
28271,prueba
28272,entrenamiento
28273,entrenamiento
28274,entrenamiento
28275,entrenamiento
28276,validacion
28277,prueba
28278,prueba
28279,entrenamiento
28280,prueba
28281,prueba
28282,entrenamiento
28283,entrenamiento
28284,entrenamiento
28285,prueba
28286,prueba
28287,entrenamiento
28288,entrenamiento
28289,entrenamiento
28290,prueba
28291,entrenamiento
28292,entrenamiento
28293,entrenamiento
28294,entrenamiento
28295,prueba
28296,validacion
28297,validacion
28298,prueba
28299,validacion
28300,prueba
28301,entrenamiento
28302,prueba
28303,validacion
28304,entrenamiento
28305,entrenamiento
28306,entrenamiento
28307,prueba
28308,validacion
28309,validacion
28310,entrenamiento
28311,entrenamiento
28312,entrenamiento
28313,entrenamiento
28314,prueba
28315,entrenamiento
28316,entrenamiento
28317,entrenamiento
28318,entrenamiento
28319,entrenamiento
28320,entrenamiento
28321,prueba
28322,entrenamiento
28323,prueba
28324,validacion
28325,entrenamiento
28326,validacion
28327,entrenamiento
28328,entrenamiento
28329,prueba
28330,entrenamiento
28331,entrenamiento
28332,entrenamiento
28333,entrenamiento
28334,entrenamiento
28335,entrenamiento
28336,prueba
28337,entrenamiento
28338,entrenamiento
28339,prueba
28340,entrenamiento
28341,prueba
28342,entrenamiento
28343,entrenamiento
28344,validacion
28345,prueba
28346,entrenamiento
28347,entrenamiento
28348,entrenamiento
28349,entrenamiento
28350,prueba
28351,entrenamiento
28352,entrenamiento
28353,entrenamiento
28354,entrenamiento
28355,entrenamiento
28356,prueba
28357,entrenamiento
28358,entrenamiento
28359,entrenamiento
28360,entrenamiento
28361,entrenamiento
28362,entrenamiento
28363,prueba
28364,entrenamiento
28365,entrenamiento
28366,entrenamiento
28367,prueba
28368,entrenamiento
28369,entrenamiento
28370,entrenamiento
28371,entrenamiento
28372,validacion
28373,entrenamiento
28374,entrenamiento
28375,prueba
28376,entrenamiento
28377,validacion
28378,entrenamiento
28379,entrenamiento
28380,entrenamiento
28381,prueba
28382,prueba
28383,entrenamiento
28384,prueba
28385,entrenamiento
28386,entrenamiento
28387,entrenamiento
28388,prueba
28389,entrenamiento
28390,prueba
28391,entrenamiento
28392,entrenamiento
28393,entrenamiento
28394,entrenamiento
28395,prueba
28396,validacion
28397,entrenamiento
28398,entrenamiento
28399,entrenamiento
28400,prueba
28401,entrenamiento
28402,entrenamiento
28403,entrenamiento
28404,prueba
28405,entrenamiento
28406,entrenamiento
28407,prueba
28408,entrenamiento
28409,entrenamiento
28410,entrenamiento
28411,entrenamiento
28412,entrenamiento
28413,entrenamiento
28414,entrenamiento
28415,prueba
28416,entrenamiento
28417,entrenamiento
28418,prueba
28419,entrenamiento
28420,validacion
28421,entrenamiento
28422,prueba
28423,entrenamiento
28424,entrenamiento
28425,validacion
28426,prueba
28427,prueba
28428,entrenamiento
28429,prueba
28430,validacion
28431,entrenamiento
28432,entrenamiento
28433,prueba
28434,entrenamiento
28435,entrenamiento
28436,entrenamiento
28437,validacion
28438,entrenamiento
28439,entrenamiento
28440,prueba
28441,prueba
28442,entrenamiento
28443,entrenamiento
28444,entrenamiento
28445,entrenamiento
28446,entrenamiento
28447,prueba
28448,validacion
28449,entrenamiento
28450,validacion
28451,entrenamiento
28452,entrenamiento
28453,entrenamiento
28454,entrenamiento
28455,prueba
28456,entrenamiento
28457,entrenamiento
28458,entrenamiento
28459,entrenamiento
28460,entrenamiento
28461,entrenamiento
28462,prueba
28463,entrenamiento
28464,entrenamiento
28465,entrenamiento
28466,prueba
28467,entrenamiento
28468,entrenamiento
28469,entrenamiento
28470,entrenamiento
28471,entrenamiento
28472,validacion
28473,validacion
28474,entrenamiento
28475,entrenamiento
28476,prueba
28477,entrenamiento
